rank,year_ranked,material_type,coaster_name,park_name,supplier,year_built,status,speed,height,length,num_inversions,manufacturer,seating_type,city,state,country,zip_code
32,2015,Wooden,Tremors,Silverwood,Custom Coasters,1999,status.operating,96.0,31.0,915.0,0.0,CCI,Sit Down,Athol,Idaho,United States,83801
33,2015,Wooden,Kentucky Rumbler,Beech Bend,Great Coasters Int.,2006,status.operating,77.0,27.0,862.0,0.0,GCI,Sit Down,Bowling Green,Kentucky,United States,42101
34,2015,Wooden,Grand National,Blackpool Pleasure Beach,Paige,1935,,,,,,,,,,,
35,2015,Wooden,Blue Streak,Cedar Point,PTC/Hoover,1964,status.operating,64.0,24.0,780.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Sandusky,Ohio,United States,44870
35,2015,Wooden,Blue Streak,Conneaut Lake Park,Vettel,1938,status.operating,,,883.0,0.0,na,na,Conneaut Lake,Pennsylvania,United States,16316
37,2015,Wooden,El Toro,Freizeitpark Plohn,Great Coasters Int.,2009,status.operating,75.0,28.0,750.0,0.0,GCI,Sit Down,Reichenbach/Vogtland,Saxony,Germany,08485
38,2015,Wooden,Wooden Warrior,Quassy Amusement Park,Gravity Group,2011,status.operating,56.0,11.0,378.0,0.0,Gravity Group,Sit Down,Middlebury,Connecticut,United States,06762
39,2015,Wooden,American Thunder,Six Flags St. Louis,Great Coasters Int.,2009,status.operating,77.0,25.0,827.0,0.0,GCI,Sit Down,Eureka,Missouri,United States,63025
40,2015,Wooden,White Lightning,Fun Spot America,Great Coasters Int.,2013,status.operating,75.0,23.0,600.0,0.0,GCI,Sit Down,Orlando,Florida,United States,32819
41,2015,Wooden,Twister,Knoebels Amusement Resort,Fetterman/Knoebels,1999,status.operating,83.0,31.0,1189.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Elysburg,Pennsylvania,United States,17824
42,2015,Wooden,The Boss,Six Flags St. Louis,Custom Coasters,2000,status.operating,106.0,46.0,1540.0,0.0,CCI,Sit Down,Eureka,Missouri,United States,63025
42,2015,Wooden,The Boss,Six Flags St. Louis,Custom Coasters,2000,status.operating,106.0,46.0,1540.0,0.0,CCI,Sit Down,Eureka,Missouri,United States,63025
43,2015,Wooden,Boardwalk Bullet,Kemah Boardwalk,M&V/Gravity Group,2007,status.operating,82.0,29.0,986.0,0.0,Gravity Group,Sit Down,Kemah,Texas,United States,77565
44,2015,Wooden,Twister,Gröna Lund,Gravity Group,2011,status.operating,61.0,15.0,480.0,0.0,Gravity Group,Sit Down,Stockholm,Stockholms,Sweden,115 21
45,2015,Wooden,Comet,Hersheypark,PTC/Schmeck,1946,,,,,,,,,,,
45,2015,Wooden,Zippin Pippin,Bay Beach Amusement Park,M&V,2011,status.operating,68.0,21.0,715.0,,Gravity Group,Sit Down,Green Bay,Wisconsin,United States,54302
47,2015,Wooden,T Express,Everland,Intamin,2008,status.operating,104.0,56.0,1641.0,0.0,Intamin,Sit Down,Seoul,Seoul,South Korea,17023
48,2015,Wooden,Big Dipper,Blackpool Pleasure Beach,PTC/Miller,1923,status.operating,,18.0,1006.0,0.0,William Strickler,Sit Down,Blackpool,England,United Kingdom,FY4 1EZ
48,2015,Wooden,Tonnerre de Zeus,Parc Asterix,Custom Coasters,1997,status.operating,84.0,30.0,1233.0,0.0,CCI,Sit Down,Plailly,Oise,France,60128
50,2015,Wooden,Racer,Kennywood,PTC/Miller,1927,status.operating,,22.0,686.0,0.0,John Miller,Sit Down,West Mifflin,Pennsylvania,United States,15122
1,2014,Wooden,Boulder Dash,Lake Compounce,Custom Coasters,2000,status.operating,97.0,35.0,1440.0,0.0,CCI,Sit Down,Bristol,Connecticut,United States,06010
2,2014,Wooden,El Toro,Six Flags Great Adventure,Intamin,2006,status.operating,113.0,55.0,1341.0,0.0,Intamin,Sit Down,Jackson,New Jersey,United States,08527
3,2014,Wooden,The Voyage,Holiday World,Gravity Group,2006,status.operating,108.0,49.0,1963.0,0.0,Gravity Group,Sit Down,Santa Claus,Indiana,United States,47579
4,2014,Wooden,Phoenix,Knoebels Amusement Resort,Dinn – PTC/Schmeck,1985,status.operating,72.0,24.0,975.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Elysburg,Pennsylvania,United States,17824
5,2014,Wooden,Thunderhead,Dollywood,Great Coasters Int.,2004,status.operating,89.0,31.0,985.0,0.0,GCI,Sit Down,Pigeon Forge,Tennessee,United States,37863
6,2014,Wooden,Ravine Flyer II,Waldameer,Gravity Group,2008,,,,,,,,,,,
7,2014,Wooden,Gold Striker,California's Great America,Great Coasters Int.,2013,status.operating,87.0,33.0,975.0,0.0,GCI,Sit Down,Santa Clara,California,United States,95054
8,2014,Wooden,The Beast,Kings Island,KECO,1979,status.operating,104.0,34.0,2243.0,0.0,Charlie Dinn,Sit Down,Mason,Ohio,United States,45040
9,2014,Wooden,Outlaw Run,Silver Dollar City,Rocky Mountain,2013,status.operating,110.0,50.0,,2.0,RMC,Sit Down,Branson,Missouri,United States,65616
10,2014,Wooden,Balder,Liseberg,Intamin,2003,status.operating,90.0,36.0,1070.0,0.0,Intamin,Sit Down,Gothenburg,Västra Götalands,Sweden,402 22
11,2014,Wooden,Lightning Racer,Hersheypark,Great Coasters Int.,2000,status.operating,82.0,27.0,1036.0,0.0,GCI,Sit Down,Hershey,Pennsylvania,United States,17033
12,2014,Wooden,Prowler,Worlds of Fun,Great Coasters Int.,2009,status.operating,82.0,31.0,937.0,0.0,GCI,Sit Down,Kansas City,Missouri,United States,64161
13,2014,Wooden,The Raven,Holiday World,Custom Coasters,1995,status.operating,77.0,33.0,832.0,0.0,CCI,Sit Down,Santa Claus,Indiana,United States,47579
14,2014,Wooden,Thunderbolt,Kennywood,Vettel/Miller,1968,,,,,,,,,,,
14,2014,Wooden,Thunderbolt,Kennywood,Vettel/Miller,1968,,,,,,,,,,,
15,2014,Wooden,Shivering Timbers,Michigan's Adventure,Custom Coasters,1998,,,,,,,,,,,
16,2014,Wooden,Troy,Toverland,Great Coasters Int.,2007,status.operating,87.0,32.0,1077.0,0.0,GCI,Sit Down,Sevenum,Limburg,Netherlands,5975
17,2014,Wooden,Giant Dipper,Santa Cruz Beach Boardwalk,Prior & Church/Looff,1924,,,,,,,,,,,
18,2014,Wooden,Comet,Six Flags Great Escape,PTC/Schmeck,1994,status.operating,89.0,29.0,1279.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Queensbury,New York,United States,12804
19,2014,Wooden,Jack Rabbit,Kennywood,PTC/Miller,1920,,,,,,,,,,,
20,2014,Wooden,Kentucky Rumbler,Beech Bend,Great Coasters Int.,2006,status.operating,77.0,27.0,862.0,0.0,GCI,Sit Down,Bowling Green,Kentucky,United States,42101
21,2014,Wooden,Wodan Timbur Coaster,Europa-Park,Great Coasters Int.,2012,status.operating,100.0,35.0,1050.0,0.0,GCI,Sit Down,Rust,Baden-Württemberg,Germany,77977
22,2014,Wooden,Cyclone,Coney Island,Kenan/Baker,1927,status.operating,97.0,26.0,869.0,0.0,na,Sit Down,Brooklyn,New York,United States,11224
23,2014,Wooden,Goliath,Six Flags Great America,Rocky Mountain,'14,status.operating,115.0,55.0,950.0,2.0,RMC,Sit Down,Gurnee,Illinois,United States,60031
24,2014,Wooden,Colossos,Heide Park,Intamin,2001,status.operating,110.0,51.0,1500.0,0.0,Intamin,Sit Down,Soltau,Lower Saxony,Germany,29614
25,2014,Wooden,Flying Turns,Knoebels Amusement Resort,Knoebels,2013,status.operating,39.0,15.0,396.0,0.0,Knoebels,Bobsleigh,Elysburg,Pennsylvania,United States,17824
26,2014,Wooden,Hades 360,Mt. Olympus Theme Park,Gravity Group,2005,,,,,,,,,,,
27,2014,Wooden,The Legend,Holiday World,Custom Coasters,2000,status.operating,93.0,35.0,1232.0,0.0,CCI,Sit Down,Santa Claus,Indiana,United States,47579
28,2014,Wooden,Wooden Warrior,Quassy Amusement Park,Gravity Group,2011,status.operating,56.0,11.0,378.0,0.0,Gravity Group,Sit Down,Middlebury,Connecticut,United States,06762
29,2014,Wooden,El Toro,Freizeitpark Plohn,Great Coasters Int.,2009,status.operating,75.0,28.0,750.0,0.0,GCI,Sit Down,Reichenbach/Vogtland,Saxony,Germany,08485
30,2014,Wooden,Blue Streak,Conneaut Lake Park,Vettel,1938,status.operating,,,883.0,0.0,na,na,Conneaut Lake,Pennsylvania,United States,16316
31,2014,Wooden,American Thunder,Six Flags St. Louis,Great Coasters Int.,2009,status.operating,77.0,25.0,827.0,0.0,GCI,Sit Down,Eureka,Missouri,United States,63025
32,2014,Wooden,Grand National,Blackpool Pleasure Beach,Paige,1935,,,,,,,,,,,
33,2014,Wooden,Megafobia,Oakwood Leisure Park,Custom Coasters,1996,status.operating,77.0,26.0,901.0,0.0,CCI,Sit Down,Pembroke,Wales,United Kingdom,SA67 8DE
34,2014,Wooden,Tremors,Silverwood,Custom Coasters,1999,status.operating,96.0,31.0,915.0,0.0,CCI,Sit Down,Athol,Idaho,United States,83801
35,2014,Wooden,Blue Streak,Cedar Point,PTC/Hoover,1964,status.operating,64.0,24.0,780.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Sandusky,Ohio,United States,44870
35,2014,Wooden,Boardwalk Bullet,Kemah Boardwalk,M&V/Gravity Group,2007,status.operating,82.0,29.0,986.0,0.0,Gravity Group,Sit Down,Kemah,Texas,United States,77565
37,2014,Wooden,Playland Wooden Coaster,PNE Playland,Phare,1959,status.operating,75.0,20.0,865.0,0.0,na,Sit Down,Vancouver,British Columbia,Canada,V5K 5J1
38,2014,Wooden,Apocalypse,Six Flags Magic Mountain,Great Coasters Int.,2009,status.closed.temporarily,89.0,31.0,869.0,0.0,GCI,Sit Down,Valencia,California,United States,91355
38,2014,Wooden,White Lightning,Fun Spot America,Great Coasters Int.,2013,status.operating,75.0,23.0,600.0,0.0,GCI,Sit Down,Orlando,Florida,United States,32819
40,2014,Wooden,Twister,Knoebels Amusement Resort,Fetterman/Knoebels,1999,status.operating,83.0,31.0,1189.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Elysburg,Pennsylvania,United States,17824
41,2014,Wooden,Rutschebanan,Tivoli Gardens,Thompson,1914,status.operating,50.0,13.0,720.0,0.0,L.A. Thompson Scenic Railway,Sit Down,Copenhagen,Region Hovedstaden,Denmark,1630
42,2014,Wooden,Racer,Kennywood,PTC/Miller,1927,status.operating,,22.0,686.0,0.0,John Miller,Sit Down,West Mifflin,Pennsylvania,United States,15122
43,2014,Wooden,Wild Mouse,Blackpool Pleasure Beach,Wright/Blackpool,1958,status.closed.definitely,,,390.0,0.0,na,Sit Down,Blackpool,England,United Kingdom,FY4 1EZ
44,2014,Wooden,GhostRider,Knott's Berry Farm,Custom Coasters,1998,status.operating,90.0,36.0,1382.0,0.0,GCI,Sit Down,Buena Park,California,United States,90620
45,2014,Wooden,Twisted Colossus,Six Flags Magic Mountain,IAD,1978,,,,,,,,,,,
46,2014,Wooden,Tonnerre de Zeus,Parc Asterix,Custom Coasters,1997,status.operating,84.0,30.0,1233.0,0.0,CCI,Sit Down,Plailly,Oise,France,60128
47,2014,Wooden,Avalanche,Timber Falls,S&S,2004,status.closed.definitely,,27.0,725.0,0.0,S&S,Sit Down,Wisconsin Dells,Wisconsin,United States,53965
48,2014,Wooden,The Boss,Six Flags St. Louis,Custom Coasters,2000,status.operating,106.0,46.0,1540.0,0.0,CCI,Sit Down,Eureka,Missouri,United States,63025
49,2014,Wooden,Viper,Six Flags Great America,Starkey/Six Flags,1995,status.operating,81.0,31.0,1054.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Gurnee,Illinois,United States,60031
50,2014,Wooden,Wood Coaster,Knight Valley,Great Coasters Int.,2011,status.operating,99.0,45.0,1468.0,0.0,GCI,Sit Down,Shenzhen,Guangdong,China,518085
1,2013,Wooden,Boulder Dash,Lake Compounce,CCI,2000,status.operating,97.0,35.0,1440.0,0.0,CCI,Sit Down,Bristol,Connecticut,United States,06010
2,2013,Wooden,El Toro,Six Flags Great Adventure,Intamin,2006,status.operating,113.0,55.0,1341.0,0.0,Intamin,Sit Down,Jackson,New Jersey,United States,08527
3,2013,Wooden,Phoenix,Knoebels Amusement Resort,Dinn/PTC-Schmeck,1985,status.operating,72.0,24.0,975.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Elysburg,Pennsylvania,United States,17824
4,2013,Wooden,The Voyage,Holiday World,Gravity Group,2006,status.operating,108.0,49.0,1963.0,0.0,Gravity Group,Sit Down,Santa Claus,Indiana,United States,47579
5,2013,Wooden,Thunderhead,Dollywood,GCII,2004,status.operating,89.0,31.0,985.0,0.0,GCI,Sit Down,Pigeon Forge,Tennessee,United States,37863
6,2013,Wooden,Ravine Flyer II,Waldameer,Gravity Group,2008,,,,,,,,,,,
7,2013,Wooden,Outlaw Run,Silver Dollar City,Rocky Mountain,2013,status.operating,110.0,50.0,,2.0,RMC,Sit Down,Branson,Missouri,United States,65616
8,2013,Wooden,The Beast,Kings Island,KECO,1979,status.operating,104.0,34.0,2243.0,0.0,Charlie Dinn,Sit Down,Mason,Ohio,United States,45040
9,2013,Wooden,Lightning Racer,Hersheypark,GCII,2000,status.operating,82.0,27.0,1036.0,0.0,GCI,Sit Down,Hershey,Pennsylvania,United States,17033
10,2013,Wooden,Shivering Timbers,Michigan's Adventure,CCI,1998,,,,,,,,,,,
11,2013,Wooden,The Raven,Holiday World,CCI,1995,status.operating,77.0,33.0,832.0,0.0,CCI,Sit Down,Santa Claus,Indiana,United States,47579
12,2013,Wooden,Prowler,Worlds of Fun,GCII,2009,status.operating,82.0,31.0,937.0,0.0,GCI,Sit Down,Kansas City,Missouri,United States,64161
13,2013,Wooden,Balder,Liseberg,Intamin,2003,status.operating,90.0,36.0,1070.0,0.0,Intamin,Sit Down,Gothenburg,Västra Götalands,Sweden,402 22
14,2013,Wooden,Hades 360,Mt. Olympus Theme Park,Gravity Group,2005,,,,,,,,,,,
15,2013,Wooden,Thunderbolt,Kennywood,Vettel/Miller,1968,,,,,,,,,,,
16,2013,Wooden,Comet,Six Flags Great Escape,PTC – Schmeck,1994,status.operating,89.0,29.0,1279.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Queensbury,New York,United States,12804
17,2013,Wooden,Colossos,Heide Park,Intamin,2001,status.operating,110.0,51.0,1500.0,0.0,Intamin,Sit Down,Soltau,Lower Saxony,Germany,29614
18,2013,Wooden,Jack Rabbit,Kennywood,PTC – Miller,1920,,,,,,,,,,,
19,2013,Wooden,Cyclone,Coney Island,Keenan/Baker,1927,status.operating,97.0,26.0,869.0,0.0,na,Sit Down,Brooklyn,New York,United States,11224
19,2013,Wooden,The Legend,Holiday World,CCI,2000,status.operating,93.0,35.0,1232.0,0.0,CCI,Sit Down,Santa Claus,Indiana,United States,47579
21,2013,Wooden,Kentucky Rumbler,Beech Bend,GCII,2006,status.operating,77.0,27.0,862.0,0.0,GCI,Sit Down,Bowling Green,Kentucky,United States,42101
22,2013,Wooden,Giant Dipper,Santa Cruz Beach Boardwalk,Prior & Church/Looff,1924,,,,,,,,,,,
23,2013,Wooden,El Toro,Freizeitpark Plohn,GCII,2009,status.operating,75.0,28.0,750.0,0.0,GCI,Sit Down,Reichenbach/Vogtland,Saxony,Germany,08485
24,2013,Wooden,Tremors,Silverwood,CCI,1999,status.operating,96.0,31.0,915.0,0.0,CCI,Sit Down,Athol,Idaho,United States,83801
25,2013,Wooden,American Thunder,Six Flags St. Louis,GCII,2008,status.operating,77.0,25.0,827.0,0.0,GCI,Sit Down,Eureka,Missouri,United States,63025
26,2013,Wooden,Gold Striker,California's Great America,GCII,2013,status.operating,87.0,33.0,975.0,0.0,GCI,Sit Down,Santa Clara,California,United States,95054
27,2013,Wooden,Blue Streak,Cedar Point,PTC – Hoover,1964,status.operating,64.0,24.0,780.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Sandusky,Ohio,United States,44870
28,2013,Wooden,Troy,Toverland,GCII,2007,status.operating,87.0,32.0,1077.0,0.0,GCI,Sit Down,Sevenum,Limburg,Netherlands,5975
29,2013,Wooden,GhostRider,Knott's Berry Farm,CCI,1998,status.operating,90.0,36.0,1382.0,0.0,GCI,Sit Down,Buena Park,California,United States,90620
30,2013,Wooden,Playland Wooden Coaster,PNE Playland,Phare,1958,status.operating,75.0,20.0,865.0,0.0,na,Sit Down,Vancouver,British Columbia,Canada,V5K 5J1
31,2013,Wooden,Wodan Timbur Coaster,Europa-Park,GCII,2012,status.operating,100.0,35.0,1050.0,0.0,GCI,Sit Down,Rust,Baden-Württemberg,Germany,77977
32,2013,Wooden,Cornball Express,Indiana Beach,CCI,2001,status.operating,72.0,17.0,640.0,0.0,CCI,Sit Down,Monticello,Indiana,United States,47960
33,2013,Wooden,Blue Streak,Conneaut Lake Park,Vettel,1938,status.operating,,,883.0,0.0,na,na,Conneaut Lake,Pennsylvania,United States,16316
34,2013,Wooden,Boardwalk Bullet,Kemah Boardwalk,M&V/Gravity Group,2007,status.operating,82.0,29.0,986.0,0.0,Gravity Group,Sit Down,Kemah,Texas,United States,77565
35,2013,Wooden,Racer,Kennywood,PTC – Miller,1927,status.operating,,22.0,686.0,0.0,John Miller,Sit Down,West Mifflin,Pennsylvania,United States,15122
36,2013,Wooden,Wooden Warrior,Quassy Amusement Park,Gravity Group,2011,status.operating,56.0,11.0,378.0,0.0,Gravity Group,Sit Down,Middlebury,Connecticut,United States,06762
37,2013,Wooden,Zippin Pippin,Bay Beach Amusement Park,M&V,2011,status.operating,68.0,21.0,715.0,,Gravity Group,Sit Down,Green Bay,Wisconsin,United States,54302
38,2013,Wooden,Thunderbird,PowerPark,GCII,2006,status.operating,75.0,27.0,850.0,0.0,GCI,Sit Down,Härmä,Western Finland,Finland,62300
39,2013,Wooden,Twister,Knoebels Amusement Resort,Fetterman-Knoebels,1999,status.operating,83.0,31.0,1189.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Elysburg,Pennsylvania,United States,17824
40,2013,Wooden,Megafobia,Oakwood Leisure Park,CCI,1996,status.operating,77.0,26.0,901.0,0.0,CCI,Sit Down,Pembroke,Wales,United Kingdom,SA67 8DE
41,2013,Wooden,Grand National,Blackpool Pleasure Beach,Paige,1935,,,,,,,,,,,
41,2013,Wooden,T Express,Everland,Intamin,2008,status.operating,104.0,56.0,1641.0,0.0,Intamin,Sit Down,Seoul,Seoul,South Korea,17023
43,2013,Wooden,Great American Scream Machine,Six Flags Over Georgia,PTC – Allen,1973,status.operating,92.0,32.0,1052.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Austell,Georgia,United States,30168
44,2013,Wooden,Tonnerre de Zeus,Parc Asterix,CCI,1997,status.operating,84.0,30.0,1233.0,0.0,CCI,Sit Down,Plailly,Oise,France,60128
44,2013,Wooden,Viper,Six Flags Great America,Starkey – Six Flags,1995,status.operating,81.0,31.0,1054.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Gurnee,Illinois,United States,60031
46,2013,Wooden,Avalanche,Timber Falls,S & S,2004,status.closed.definitely,,27.0,725.0,0.0,S&S,Sit Down,Wisconsin Dells,Wisconsin,United States,53965
46,2013,Wooden,Twister,Gröna Lund,Gravity Group,2011,status.operating,61.0,15.0,480.0,0.0,Gravity Group,Sit Down,Stockholm,Stockholms,Sweden,115 21
48,2013,Wooden,Cyclone,Lakeside Park,Vettel,1940,status.operating,,25.0,855.0,0.0,na,Sit Down,Denver,Colorado,United States,80212
49,2013,Wooden,Apocalypse,Six Flags Magic Mountain,GCII,2009,status.closed.temporarily,89.0,31.0,869.0,0.0,GCI,Sit Down,Valencia,California,United States,91355
50,2013,Wooden,Yankee Cannonball,Canobie Lake Park,PTC – Schmeck,1936,status.operating,56.0,20.0,610.0,0.0,Philadelphia Toboggan Coaster,Sit Down,,,,
1,2012,Wooden,El Toro,Six Flags Great Adventure,Intamin,2006,status.operating,113.0,55.0,1341.0,0.0,Intamin,Sit Down,Jackson,New Jersey,United States,08527
2,2012,Wooden,The Voyage,Holiday World,Gravity Group,2006,status.operating,108.0,49.0,1963.0,0.0,Gravity Group,Sit Down,Santa Claus,Indiana,United States,47579
3,2012,Wooden,Phoenix,Knoebels Amusement Resort,Dinn/PTC-Schmeck,1985,status.operating,72.0,24.0,975.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Elysburg,Pennsylvania,United States,17824
4,2012,Wooden,Thunderhead,Dollywood,GCII,2004,status.operating,89.0,31.0,985.0,0.0,GCI,Sit Down,Pigeon Forge,Tennessee,United States,37863
5,2012,Wooden,Boulder Dash,Lake Compounce,CCI,2000,status.operating,97.0,35.0,1440.0,0.0,CCI,Sit Down,Bristol,Connecticut,United States,06010
6,2012,Wooden,Ravine Flyer II,Waldameer,Gravity Group,2008,,,,,,,,,,,
7,2012,Wooden,The Beast,Kings Island,KECO,1979,status.operating,104.0,34.0,2243.0,0.0,Charlie Dinn,Sit Down,Mason,Ohio,United States,45040
8,2012,Wooden,The Raven,Holiday World,CCI,1995,status.operating,77.0,33.0,832.0,0.0,CCI,Sit Down,Santa Claus,Indiana,United States,47579
9,2012,Wooden,Shivering Timbers,Michigan's Adventure,CCI,1998,,,,,,,,,,,
10,2012,Wooden,Balder,Liseberg,Intamin,2003,status.operating,90.0,36.0,1070.0,0.0,Intamin,Sit Down,Gothenburg,Västra Götalands,Sweden,402 22
11,2012,Wooden,Lightning Racer,Hersheypark,GCII,2000,status.operating,82.0,27.0,1036.0,0.0,GCI,Sit Down,Hershey,Pennsylvania,United States,17033
12,2012,Wooden,Hades 360,Mt. Olympus Theme Park,Gravity Group,2005,,,,,,,,,,,
13,2012,Wooden,Prowler,Worlds of Fun,GCII,2009,status.operating,82.0,31.0,937.0,0.0,GCI,Sit Down,Kansas City,Missouri,United States,64161
14,2012,Wooden,Cyclone,Coney Island,Kenan/Baker,1927,status.operating,97.0,26.0,869.0,0.0,na,Sit Down,Brooklyn,New York,United States,11224
15,2012,Wooden,Thunderbolt,Kennywood,Vettel/Miller,1968,,,,,,,,,,,
16,2012,Wooden,Jack Rabbit,Kennywood,PTC – Miller,1920,,,,,,,,,,,
17,2012,Wooden,Giant Dipper,Santa Cruz Beach Boardwalk,Prior & Church/Looff,1924,,,,,,,,,,,
18,2012,Wooden,The Legend,Holiday World,CCI,2000,status.operating,93.0,35.0,1232.0,0.0,CCI,Sit Down,Santa Claus,Indiana,United States,47579
19,2012,Wooden,Colossos,Heide Park,Intamin,2001,status.operating,110.0,51.0,1500.0,0.0,Intamin,Sit Down,Soltau,Lower Saxony,Germany,29614
20,2012,Wooden,Comet,Six Flags Great Escape,PTC – Schmeck,1994,status.operating,89.0,29.0,1279.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Queensbury,New York,United States,12804
21,2012,Wooden,Tremors,Silverwood,CCI,1999,status.operating,96.0,31.0,915.0,0.0,CCI,Sit Down,Athol,Idaho,United States,83801
22,2012,Wooden,Kentucky Rumbler,Beech Bend,GCII,2006,status.operating,77.0,27.0,862.0,0.0,GCI,Sit Down,Bowling Green,Kentucky,United States,42101
23,2012,Wooden,GhostRider,Knott's Berry Farm,CCI,1998,status.operating,90.0,36.0,1382.0,0.0,GCI,Sit Down,Buena Park,California,United States,90620
24,2012,Wooden,Twister,Gröna Lund,Gravity Group,2011,status.operating,61.0,15.0,480.0,0.0,Gravity Group,Sit Down,Stockholm,Stockholms,Sweden,115 21
25,2012,Wooden,Troy,Toverland,GCII,2007,status.operating,87.0,32.0,1077.0,0.0,GCI,Sit Down,Sevenum,Limburg,Netherlands,5975
26,2012,Wooden,Viper,Six Flags Great America,Starkey/Six Flags,1995,status.operating,81.0,31.0,1054.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Gurnee,Illinois,United States,60031
27,2012,Wooden,Megafobia,Oakwood Leisure Park,CCI,1996,status.operating,77.0,26.0,901.0,0.0,CCI,Sit Down,Pembroke,Wales,United Kingdom,SA67 8DE
28,2012,Wooden,Apocalypse,Six Flags Magic Mountain,GCII,2009,status.closed.temporarily,89.0,31.0,869.0,0.0,GCI,Sit Down,Valencia,California,United States,91355
29,2012,Wooden,Playland Wooden Coaster,PNE Playland,Phare,1958,status.operating,75.0,20.0,865.0,0.0,na,Sit Down,Vancouver,British Columbia,Canada,V5K 5J1
30,2012,Wooden,Grand National,Blackpool Pleasure Beach,Paige,1935,,,,,,,,,,,
31,2012,Wooden,American Thunder,Six Flags St. Louis,GCII,2008,status.operating,77.0,25.0,827.0,0.0,GCI,Sit Down,Eureka,Missouri,United States,63025
32,2012,Wooden,Wooden Warrior,Quassy Amusement Park,Gravity Group,2011,status.operating,56.0,11.0,378.0,0.0,Gravity Group,Sit Down,Middlebury,Connecticut,United States,06762
33,2012,Wooden,Twister,Knoebels Amusement Resort,Fetterman-Knoebels,1999,status.operating,83.0,31.0,1189.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Elysburg,Pennsylvania,United States,17824
34,2012,Wooden,El Toro,Freizeitpark Plohn,GCII,2009,status.operating,75.0,28.0,750.0,0.0,GCI,Sit Down,Reichenbach/Vogtland,Saxony,Germany,08485
35,2012,Wooden,Thunderbird,PowerPark,GCII,2006,status.operating,75.0,27.0,850.0,0.0,GCI,Sit Down,Härmä,Western Finland,Finland,62300
36,2012,Wooden,Avalanche,Timber Falls,S & S,2004,status.closed.definitely,,27.0,725.0,0.0,S&S,Sit Down,Wisconsin Dells,Wisconsin,United States,53965
37,2012,Wooden,Tonnerre de Zeus,Parc Asterix,CCII,1997,status.operating,84.0,30.0,1233.0,0.0,CCI,Sit Down,Plailly,Oise,France,60128
38,2012,Wooden,Blue Streak,Cedar Point,PTC – Hoover,1964,status.operating,64.0,24.0,780.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Sandusky,Ohio,United States,44870
39,2012,Wooden,Boardwalk Bullet,Kemah Boardwalk,M&V/Gravity Group,2007,status.operating,82.0,29.0,986.0,0.0,Gravity Group,Sit Down,Kemah,Texas,United States,77565
39,2012,Wooden,Cornball Express,Indiana Beach,CCI,2001,status.operating,72.0,17.0,640.0,0.0,CCI,Sit Down,Monticello,Indiana,United States,47960
41,2012,Wooden,Rutschebanan,Tivoli Gardens,LaMarcus Thompson,ca. 1914,status.operating,50.0,13.0,720.0,0.0,L.A. Thompson Scenic Railway,Sit Down,Copenhagen,Region Hovedstaden,Denmark,1630
42,2012,Wooden,The Boss,Six Flags St. Louis,CCI,2000,status.operating,106.0,46.0,1540.0,0.0,CCI,Sit Down,Eureka,Missouri,United States,63025
42,2012,Wooden,Racer,Kennywood,PTC – Miller,1927,status.operating,,22.0,686.0,0.0,John Miller,Sit Down,West Mifflin,Pennsylvania,United States,15122
44,2012,Wooden,Blue Streak,Conneaut Lake Park,Vettel,1938,status.operating,,,883.0,0.0,na,na,Conneaut Lake,Pennsylvania,United States,16316
45,2012,Wooden,Mean Streak,Cedar Point,Dinn-Summers,1991,status.retracked,100.0,49.0,1654.0,0.0,Dinn Corp.,Sit Down,Sandusky,Ohio,United States,44870
46,2012,Wooden,T Express,Everland,Intamin,2008,status.operating,104.0,56.0,1641.0,0.0,Intamin,Sit Down,Seoul,Seoul,South Korea,17023
46,2012,Wooden,Timber Terror,Silverwood,CCI,1996,status.operating,89.0,26.0,823.0,0.0,CCI,Sit Down,Athol,Idaho,United States,83801
48,2012,Wooden,Great American Scream Machine,Six Flags Over Georgia,PTC – Allen,1973,status.operating,92.0,32.0,1052.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Austell,Georgia,United States,30168
49,2012,Wooden,Wild Mouse,Blackpool Pleasure Beach,Wright,1958,status.closed.definitely,,,390.0,0.0,na,Sit Down,Blackpool,England,United Kingdom,FY4 1EZ
50,2012,Wooden,Renegade,Valleyfair,GCII,2007,status.operating,,32.0,950.0,0.0,GCI,Sit Down,Shakopee,Minnesota,United States,55379
