coaster_name,material_type_x,seating_type,speed,height,length,num_inversions,manufacturer,park_name_x,status,rank,year_ranked,material_type_y,park_name_y,supplier,year_built
Millennium Force,Steel,Sit Down,150.0,94.0,2010.0,0.0,Intamin,Cedar Point,status.operating,2,2017,Steel,Cedar Point,Intamin,2000
Millennium Force,Steel,Sit Down,150.0,94.0,2010.0,0.0,Intamin,Cedar Point,status.operating,2,2016,Steel,Cedar Point,Intamin,2000
Millennium Force,Steel,Sit Down,150.0,94.0,2010.0,0.0,Intamin,Cedar Point,status.operating,1,2015,Steel,Cedar Point,Intamin,2000
Millennium Force,Steel,Sit Down,150.0,94.0,2010.0,0.0,Intamin,Cedar Point,status.operating,1,'14,Steel,Cedar Point,Intamin,2000
Millennium Force,Steel,Sit Down,150.0,94.0,2010.0,0.0,Intamin,Cedar Point,status.operating,1,2013,Steel,Cedar Point,Intamin,2000
Millennium Force,Steel,Sit Down,150.0,94.0,2010.0,0.0,Intamin,Cedar Point,status.operating,1,2012,Steel,Cedar Point,Intamin,2000
Millennium Force,Steel,Sit Down,150.0,94.0,2010.0,0.0,Intamin,Cedar Point,status.operating,1,2011,Steel,Cedar Point,Intamin,2000
Millennium Force,Steel,Sit Down,150.0,94.0,2010.0,0.0,Intamin,Cedar Point,status.operating,1,2010,Steel,Cedar Point,Intamin,2000
Mind Bender,Steel,Sit Down,81.0,25.0,992.0,2.0,Schwarzkopf,Six Flags Over Georgia,status.operating,25,2021,Steel,Six Flags Over Georgia,Schwarzkopf,1978
Mind Bender,Steel,Sit Down,81.0,25.0,992.0,2.0,Schwarzkopf,Six Flags Over Georgia,status.operating,25,2019,Steel,Six Flags Over Georgia,Schwarzkopf,1978
Mind Bender,Steel,Sit Down,81.0,25.0,992.0,2.0,Schwarzkopf,Six Flags Over Georgia,status.operating,25,2018,Steel,Six Flags Over Georgia,Schwarzkopf,1978
Mind Bender,Steel,Sit Down,81.0,25.0,992.0,2.0,Schwarzkopf,Six Flags Over Georgia,status.operating,26,2017,Steel,Six Flags Over Georgia,Schwarzkopf,1978
Mind Bender,Steel,Sit Down,81.0,25.0,992.0,2.0,Schwarzkopf,Six Flags Over Georgia,status.operating,27,2016,Steel,Six Flags Over Georgia,Schwarzkopf,1978
Mind Bender,Steel,Sit Down,81.0,25.0,992.0,2.0,Schwarzkopf,Six Flags Over Georgia,status.operating,27,2015,Steel,Six Flags Over Georgia,Schwarzkopf,1978
Mind Bender,Steel,Sit Down,81.0,25.0,992.0,2.0,Schwarzkopf,Six Flags Over Georgia,status.operating,20,'14,Steel,Six Flags Over Georgia,Schwarzkopf,1978
Mind Bender,Steel,Sit Down,81.0,25.0,992.0,2.0,Schwarzkopf,Six Flags Over Georgia,status.operating,19,2013,Steel,Six Flags Over Georgia,Schwarzkopf,1978
Mind Bender,Steel,Sit Down,81.0,25.0,992.0,2.0,Schwarzkopf,Six Flags Over Georgia,status.operating,20,2012,Steel,Six Flags Over Georgia,Schwarzkopf,1978
Mind Bender,Steel,Sit Down,81.0,25.0,992.0,2.0,Schwarzkopf,Six Flags Over Georgia,status.operating,17,2011,Steel,Six Flags Over Georgia,Schwarzkopf,1978
Mindbender,Steel,Sit Down,97.0,44.0,1280.0,3.0,Schwarzkopf,Galaxyland,status.operating,28,2022,Steel,Six Flags Over Georgia,Schwarzkopf,1978
Mindbender,Steel,Sit Down,97.0,44.0,1280.0,3.0,Schwarzkopf,Galaxyland,status.operating,14,2010,Steel,Six Flags Over Georgia,Schwarzkopf,1978
Mindbender,Steel,Sit Down,97.0,44.0,1280.0,3.0,Schwarzkopf,Galaxyland,status.operating,48,2010,Steel,Galaxyland,Schwarzkopf,1985
Mindbender,Steel,Sit Down,97.0,44.0,1280.0,3.0,Schwarzkopf,Six Flags Over Georgia,status.operating,28,2022,Steel,Six Flags Over Georgia,Schwarzkopf,1978
Mindbender,Steel,Sit Down,97.0,44.0,1280.0,3.0,Schwarzkopf,Six Flags Over Georgia,status.operating,14,2010,Steel,Six Flags Over Georgia,Schwarzkopf,1978
Mindbender,Steel,Sit Down,97.0,44.0,1280.0,3.0,Schwarzkopf,Six Flags Over Georgia,status.operating,48,2010,Steel,Galaxyland,Schwarzkopf,1985
Montu,Steel,Inverted,96.0,46.0,1214.0,7.0,B&M,Busch Gardens Tampa,status.operating,29,2022,Steel,Busch Gardens Tampa,B&M,1996
Montu,Steel,Inverted,96.0,46.0,1214.0,7.0,B&M,Busch Gardens Tampa,status.operating,22,2021,Steel,Busch Gardens Tampa,B&M,1996
Montu,Steel,Inverted,96.0,46.0,1214.0,7.0,B&M,Busch Gardens Tampa,status.operating,30,2019,Steel,Busch Gardens Tampa,B&M,1996
Montu,Steel,Inverted,96.0,46.0,1214.0,7.0,B&M,Busch Gardens Tampa,status.operating,28,2018,Steel,Busch Gardens Tampa,B&M,1996
Montu,Steel,Inverted,96.0,46.0,1214.0,7.0,B&M,Busch Gardens Tampa,status.operating,28,2018,Steel,Busch Gardens Tampa,B&M,1996
Montu,Steel,Inverted,96.0,46.0,1214.0,7.0,B&M,Busch Gardens Tampa,status.operating,27,2017,Steel,Busch Gardens Tampa,B&M,1996
Montu,Steel,Inverted,96.0,46.0,1214.0,7.0,B&M,Busch Gardens Tampa,status.operating,22,2016,Steel,Busch Gardens Tampa,B&M,1996
Montu,Steel,Inverted,96.0,46.0,1214.0,7.0,B&M,Busch Gardens Tampa,status.operating,24,2015,Steel,Busch Gardens Tampa,B&M,1996
Montu,Steel,Inverted,96.0,46.0,1214.0,7.0,B&M,Busch Gardens Tampa,status.operating,22,'14,Steel,Busch Gardens Tampa,B&M,1996
Montu,Steel,Inverted,96.0,46.0,1214.0,7.0,B&M,Busch Gardens Tampa,status.operating,18,2013,Steel,Busch Gardens Tampa,B & M,1996
Montu,Steel,Inverted,96.0,46.0,1214.0,7.0,B&M,Busch Gardens Tampa,status.operating,14,2012,Steel,Busch Gardens Tampa,B & M,1996
Montu,Steel,Inverted,96.0,46.0,1214.0,7.0,B&M,Busch Gardens Tampa,status.operating,14,2011,Steel,Busch Gardens Tampa,B & M,1996
Montu,Steel,Inverted,96.0,46.0,1214.0,7.0,B&M,Busch Gardens Tampa,status.operating,12,2010,Steel,Busch Gardens Tampa,B & M,1996
Nemesis,Steel,Inverted,81.0,13.0,716.0,4.0,B&M,Alton Towers,status.operating,31,2022,Steel,Alton Towers,B&M,1994
Nemesis,Steel,Inverted,81.0,13.0,716.0,4.0,B&M,Alton Towers,status.operating,32,2021,Steel,Alton Towers,B&M,1994
Nemesis,Steel,Inverted,81.0,13.0,716.0,4.0,B&M,Alton Towers,status.operating,16,2019,Steel,Alton Towers,B&M,1994
Nemesis,Steel,Inverted,81.0,13.0,716.0,4.0,B&M,Alton Towers,status.operating,20,2018,Steel,Alton Towers,B&M,1994
Nemesis,Steel,Inverted,81.0,13.0,716.0,4.0,B&M,Alton Towers,status.operating,20,2017,Steel,Alton Towers,B&M,1994
Nemesis,Steel,Inverted,81.0,13.0,716.0,4.0,B&M,Alton Towers,status.operating,11,2016,Steel,Alton Towers,B&M,1994
Nemesis,Steel,Inverted,81.0,13.0,716.0,4.0,B&M,Alton Towers,status.operating,9,2015,Steel,Alton Towers,B&M,1994
Nemesis,Steel,Inverted,81.0,13.0,716.0,4.0,B&M,Alton Towers,status.operating,21,'14,Steel,Alton Towers,B&M,1994
Nemesis,Steel,Inverted,81.0,13.0,716.0,4.0,B&M,Alton Towers,status.operating,20,2013,Steel,Alton Towers,B & M,1994
Nemesis,Steel,Inverted,81.0,13.0,716.0,4.0,B&M,Alton Towers,status.operating,16,2012,Steel,Alton Towers,B & M,1994
Nemesis,Steel,Inverted,81.0,13.0,716.0,4.0,B&M,Alton Towers,status.operating,12,2011,Steel,Alton Towers,B & M,1994
Nemesis,Steel,Inverted,81.0,13.0,716.0,4.0,B&M,Alton Towers,status.operating,18,2010,Steel,Alton Towers,B & M,1994
New Texas Giant,Hybrid,Sit Down,105.0,47.0,1280.0,0.0,RMC,Six Flags Over Texas,status.operating,42,2022,Steel,Six Flags Over Texas,Rocky Mountain Const.,2011
New Texas Giant,Hybrid,Sit Down,105.0,47.0,1280.0,0.0,RMC,Six Flags Over Texas,status.operating,36,2021,Steel,Six Flags Over Texas,Rocky Mountain,2011
New Texas Giant,Hybrid,Sit Down,105.0,47.0,1280.0,0.0,RMC,Six Flags Over Texas,status.operating,26,2019,Steel,Six Flags Over Texas,Rocky Mountain,2011
New Texas Giant,Hybrid,Sit Down,105.0,47.0,1280.0,0.0,RMC,Six Flags Over Texas,status.operating,23,2018,Steel,Six Flags Over Texas,Rocky Mountain,2011
New Texas Giant,Hybrid,Sit Down,105.0,47.0,1280.0,0.0,RMC,Six Flags Over Texas,status.operating,9,2017,Steel,Six Flags Over Texas,RMC,2011
New Texas Giant,Hybrid,Sit Down,105.0,47.0,1280.0,0.0,RMC,Six Flags Over Texas,status.operating,16,2016,Steel,Six Flags Over Texas,RMC,2011
New Texas Giant,Hybrid,Sit Down,105.0,47.0,1280.0,0.0,RMC,Six Flags Over Texas,status.operating,10,2015,Steel,Six Flags Over Texas,Rocky Mountain,2011
New Texas Giant,Hybrid,Sit Down,105.0,47.0,1280.0,0.0,RMC,Six Flags Over Texas,status.operating,8,'14,Steel,Six Flags Over Texas,Rocky Mountain,2011
New Texas Giant,Hybrid,Sit Down,105.0,47.0,1280.0,0.0,RMC,Six Flags Over Texas,status.operating,6,2013,Steel,Six Flags Over Texas,Rocky Mountain,2011
New Texas Giant,Hybrid,Sit Down,105.0,47.0,1280.0,0.0,RMC,Six Flags Over Texas,status.operating,5,2012,Steel,Six Flags Over Texas,Rocky Mountain,2011
New Texas Giant,Hybrid,Sit Down,105.0,47.0,1280.0,0.0,RMC,Six Flags Over Texas,status.operating,6,2011,Steel,Six Flags Over Texas,Rocky Mountain,2011
Nitro,na,Floorless,105.0,40.0,854.0,5.0,B&M,Adlabs Imagica,status.operating,21,2022,Steel,Six Flags Great Adventure,B&M,2001
Nitro,na,Floorless,105.0,40.0,854.0,5.0,B&M,Adlabs Imagica,status.operating,14,2021,Steel,Six Flags Great Adventure,B&M,2001
Nitro,na,Floorless,105.0,40.0,854.0,5.0,B&M,Adlabs Imagica,status.operating,10,2019,Steel,Six Flags Great Adventure,B&M,2001
Nitro,na,Floorless,105.0,40.0,854.0,5.0,B&M,Adlabs Imagica,status.operating,11,2018,Steel,Six Flags Great Adventure,B&M,2001
Nitro,na,Floorless,105.0,40.0,854.0,5.0,B&M,Adlabs Imagica,status.operating,7,2017,Steel,Six Flags Great Adventure,B&M,2001
Nitro,na,Floorless,105.0,40.0,854.0,5.0,B&M,Adlabs Imagica,status.operating,5,2016,Steel,Six Flags Great Adventure,B&M,2001
Nitro,na,Floorless,105.0,40.0,854.0,5.0,B&M,Adlabs Imagica,status.operating,5,2015,Steel,Six Flags Great Adventure,B&M,2001
Nitro,na,Floorless,105.0,40.0,854.0,5.0,B&M,Adlabs Imagica,status.operating,5,'14,Steel,Six Flags Great Adventure,B&M,2001
Nitro,na,Floorless,105.0,40.0,854.0,5.0,B&M,Adlabs Imagica,status.operating,4,2013,Steel,Six Flags Great Adventure,B & M,2001
Nitro,na,Floorless,105.0,40.0,854.0,5.0,B&M,Adlabs Imagica,status.operating,3,2012,Steel,Six Flags Great Adventure,B & M,2001
Nitro,na,Floorless,105.0,40.0,854.0,5.0,B&M,Adlabs Imagica,status.operating,3,2011,Steel,Six Flags Great Adventure,B & M,2001
Nitro,na,Floorless,105.0,40.0,854.0,5.0,B&M,Adlabs Imagica,status.operating,3,2010,Steel,Six Flags Great Adventure,B & M,2001
Nitro,Steel,Sit Down,50.0,10.0,460.0,0.0,Preston & Barbieri,Dennlys Parc,status.operating,21,2022,Steel,Six Flags Great Adventure,B&M,2001
Nitro,Steel,Sit Down,50.0,10.0,460.0,0.0,Preston & Barbieri,Dennlys Parc,status.operating,14,2021,Steel,Six Flags Great Adventure,B&M,2001
Nitro,Steel,Sit Down,50.0,10.0,460.0,0.0,Preston & Barbieri,Dennlys Parc,status.operating,10,2019,Steel,Six Flags Great Adventure,B&M,2001
Nitro,Steel,Sit Down,50.0,10.0,460.0,0.0,Preston & Barbieri,Dennlys Parc,status.operating,11,2018,Steel,Six Flags Great Adventure,B&M,2001
Nitro,Steel,Sit Down,50.0,10.0,460.0,0.0,Preston & Barbieri,Dennlys Parc,status.operating,7,2017,Steel,Six Flags Great Adventure,B&M,2001
Nitro,Steel,Sit Down,50.0,10.0,460.0,0.0,Preston & Barbieri,Dennlys Parc,status.operating,5,2016,Steel,Six Flags Great Adventure,B&M,2001
Nitro,Steel,Sit Down,50.0,10.0,460.0,0.0,Preston & Barbieri,Dennlys Parc,status.operating,5,2015,Steel,Six Flags Great Adventure,B&M,2001
Nitro,Steel,Sit Down,50.0,10.0,460.0,0.0,Preston & Barbieri,Dennlys Parc,status.operating,5,'14,Steel,Six Flags Great Adventure,B&M,2001
Nitro,Steel,Sit Down,50.0,10.0,460.0,0.0,Preston & Barbieri,Dennlys Parc,status.operating,4,2013,Steel,Six Flags Great Adventure,B & M,2001
Nitro,Steel,Sit Down,50.0,10.0,460.0,0.0,Preston & Barbieri,Dennlys Parc,status.operating,3,2012,Steel,Six Flags Great Adventure,B & M,2001
Nitro,Steel,Sit Down,50.0,10.0,460.0,0.0,Preston & Barbieri,Dennlys Parc,status.operating,3,2011,Steel,Six Flags Great Adventure,B & M,2001
Nitro,Steel,Sit Down,50.0,10.0,460.0,0.0,Preston & Barbieri,Dennlys Parc,status.operating,3,2010,Steel,Six Flags Great Adventure,B & M,2001
Nitro,Steel,Sit Down,128.0,70.0,1644.0,0.0,B&M,Six Flags Great Adventure,status.operating,21,2022,Steel,Six Flags Great Adventure,B&M,2001
Nitro,Steel,Sit Down,128.0,70.0,1644.0,0.0,B&M,Six Flags Great Adventure,status.operating,14,2021,Steel,Six Flags Great Adventure,B&M,2001
Nitro,Steel,Sit Down,128.0,70.0,1644.0,0.0,B&M,Six Flags Great Adventure,status.operating,10,2019,Steel,Six Flags Great Adventure,B&M,2001
Nitro,Steel,Sit Down,128.0,70.0,1644.0,0.0,B&M,Six Flags Great Adventure,status.operating,11,2018,Steel,Six Flags Great Adventure,B&M,2001
Nitro,Steel,Sit Down,128.0,70.0,1644.0,0.0,B&M,Six Flags Great Adventure,status.operating,7,2017,Steel,Six Flags Great Adventure,B&M,2001
Nitro,Steel,Sit Down,128.0,70.0,1644.0,0.0,B&M,Six Flags Great Adventure,status.operating,5,2016,Steel,Six Flags Great Adventure,B&M,2001
Nitro,Steel,Sit Down,128.0,70.0,1644.0,0.0,B&M,Six Flags Great Adventure,status.operating,5,2015,Steel,Six Flags Great Adventure,B&M,2001
Nitro,Steel,Sit Down,128.0,70.0,1644.0,0.0,B&M,Six Flags Great Adventure,status.operating,5,'14,Steel,Six Flags Great Adventure,B&M,2001
Nitro,Steel,Sit Down,128.0,70.0,1644.0,0.0,B&M,Six Flags Great Adventure,status.operating,4,2013,Steel,Six Flags Great Adventure,B & M,2001
Nitro,Steel,Sit Down,128.0,70.0,1644.0,0.0,B&M,Six Flags Great Adventure,status.operating,3,2012,Steel,Six Flags Great Adventure,B & M,2001
Nitro,Steel,Sit Down,128.0,70.0,1644.0,0.0,B&M,Six Flags Great Adventure,status.operating,3,2011,Steel,Six Flags Great Adventure,B & M,2001
Nitro,Steel,Sit Down,128.0,70.0,1644.0,0.0,B&M,Six Flags Great Adventure,status.operating,3,2010,Steel,Six Flags Great Adventure,B & M,2001
Olympia Looping,Steel,Sit Down,80.0,38.0,1250.0,5.0,Schwarzkopf,Weiner Prater,status.operating,46,2016,Steel,Weiner Prater,Schwarzkopf,1989
Olympia Looping,Steel,Sit Down,80.0,38.0,1250.0,5.0,Schwarzkopf,Weiner Prater,status.operating,48,2015,Steel,Weiner Prater,Schwarzkopf,1989
Olympia Looping,Steel,Sit Down,80.0,38.0,1250.0,5.0,Schwarzkopf,Weiner Prater,status.operating,45,2013,Steel,Weiner Prater,Schwarzkopf,1989
Olympia Looping,Steel,Sit Down,80.0,38.0,1250.0,5.0,Schwarzkopf,Weiner Prater,status.operating,45,2011,Steel,Weiner Prater,Schwarzkopf,1989
Orion,Steel,Sit Down,91.0,87.4,1621.0,0.0,B&M,Kings Island,status.operating,20,2022,Steel,Kings Island,B&M,2020
Orion,Steel,Sit Down,91.0,87.4,1621.0,0.0,B&M,Kings Island,status.operating,31,2021,Steel,Kings Island,B&M,2020
Pantheon,Steel,Sit Down,117.0,54.0,,2.0,Intamin,Busch Gardens Williamsburg,status.operating,43,2022,Steel,Busch Gardens Williamsburg,Intamin,2022
Phantom's Revenge,Steel,Sit Down,132.0,70.0,975.0,0.0,Arrow,Kennywood,status.operating,13,2022,Steel,Kennywood,Morgan/Arrow,2001
Phantom's Revenge,Steel,Sit Down,132.0,70.0,975.0,0.0,Arrow,Kennywood,status.operating,15,2021,Steel,Kennywood,Morgan/Arrow,2001
Phantom's Revenge,Steel,Sit Down,132.0,70.0,975.0,0.0,Arrow,Kennywood,status.operating,12,2019,Steel,Kennywood,Arrow/Morgan,2001
Phantom's Revenge,Steel,Sit Down,132.0,70.0,975.0,0.0,Arrow,Kennywood,status.operating,13,2018,Steel,Kennywood,Morgan/Arrow,2001
Phantom's Revenge,Steel,Sit Down,132.0,70.0,975.0,0.0,Arrow,Kennywood,status.operating,12,2017,Steel,Kennywood,Morgan,2001
Phantom's Revenge,Steel,Sit Down,132.0,70.0,975.0,0.0,Arrow,Kennywood,status.operating,10,2016,Steel,Kennywood,Morgan,2001
Phantom's Revenge,Steel,Sit Down,132.0,70.0,975.0,0.0,Arrow,Kennywood,status.operating,14,2015,Steel,Kennywood,Morgan,2001
Phantom's Revenge,Steel,Sit Down,132.0,70.0,975.0,0.0,Arrow,Kennywood,status.operating,11,'14,Steel,Kennywood,Morgan,2001
Phantom's Revenge,Steel,Sit Down,132.0,70.0,975.0,0.0,Arrow,Kennywood,status.operating,13,2013,Steel,Kennywood,Morgan/Arrow,2001
Phantom's Revenge,Steel,Sit Down,132.0,70.0,975.0,0.0,Arrow,Kennywood,status.operating,11,2012,Steel,Kennywood,Morgan/Arrow,2001
Phantom's Revenge,Steel,Sit Down,132.0,70.0,975.0,0.0,Arrow,Kennywood,status.operating,5,2011,Steel,Kennywood,B & M,2001
Phantom's Revenge,Steel,Sit Down,132.0,70.0,975.0,0.0,Arrow,Kennywood,status.operating,9,2010,Steel,Kennywood,Morgan/Arrow,2001
Piraten,Steel,Sit Down,90.0,32.0,755.0,0.0,Intamin,Djurs Sommerland,status.operating,46,'14,Steel,Djurs Sommerland,Intamin,2008
Piraten,Steel,Sit Down,90.0,32.0,755.0,0.0,Intamin,Djurs Sommerland,status.operating,37,2012,Steel,Djurs Sommerland,Intamin,2008
Piraten,Steel,Sit Down,90.0,32.0,755.0,0.0,Intamin,Djurs Sommerland,status.operating,32,2011,Steel,Djurs Sommerland,Intamin,2008
PowderKeg,Steel,Sit Down,100.0,30.0,1068.0,0.0,S&S,Silver Dollar City,status.operating,42,2013,Steel,Silver Dollar City,S & S,2005
PowderKeg,Steel,Sit Down,100.0,30.0,1068.0,0.0,S&S,Silver Dollar City,status.operating,46,2012,Steel,Silver Dollar City,S & S,2005
PowderKeg,Steel,Sit Down,100.0,30.0,1068.0,0.0,S&S,Silver Dollar City,status.operating,37,2011,Steel,Silver Dollar City,S & S,2005
PowderKeg,Steel,Sit Down,100.0,30.0,1068.0,0.0,S&S,Silver Dollar City,status.operating,34,2010,Steel,Silver Dollar City,S & S,2005
Quimera,Steel,Sit Down,85.0,34.0,1050.0,3.0,Schwarzkopf,La Feria,status.operating,38,2017,Steel,La Feria,Schwarzkopf,2007
Quimera,Steel,Sit Down,85.0,34.0,1050.0,3.0,Schwarzkopf,La Feria,status.operating,38,2017,Steel,La Feria,Schwarzkopf,2007
Raging Bull,Steel,Sit Down,118.0,62.0,1542.0,0.0,B&M,Six Flags Great America,status.operating,38,2022,Steel,Six Flags Great America,B&M,1999
Raging Bull,Steel,Sit Down,118.0,62.0,1542.0,0.0,B&M,Six Flags Great America,status.operating,44,2021,Steel,Six Flags Great America,B&M,1999
Raging Bull,Steel,Sit Down,118.0,62.0,1542.0,0.0,B&M,Six Flags Great America,status.operating,46,2019,Steel,Six Flags Great America,B&M,1999
Raging Bull,Steel,Sit Down,118.0,62.0,1542.0,0.0,B&M,Six Flags Great America,status.operating,48,2018,Steel,Six Flags Great America,B&M,1999
Raging Bull,Steel,Sit Down,118.0,62.0,1542.0,0.0,B&M,Six Flags Great America,status.operating,34,2017,Steel,Six Flags Great America,B&M,1999
Raging Bull,Steel,Sit Down,118.0,62.0,1542.0,0.0,B&M,Six Flags Great America,status.operating,32,2016,Steel,Six Flags Great America,B&M,1999
Raging Bull,Steel,Sit Down,118.0,62.0,1542.0,0.0,B&M,Six Flags Great America,status.operating,31,2015,Steel,Six Flags Great America,B&M,1999
Raging Bull,Steel,Sit Down,118.0,62.0,1542.0,0.0,B&M,Six Flags Great America,status.operating,31,'14,Steel,Six Flags Great America,B&M,1999
Raging Bull,Steel,Sit Down,118.0,62.0,1542.0,0.0,B&M,Six Flags Great America,status.operating,31,2013,Steel,Six Flags Great America,B & M,1999
Raging Bull,Steel,Sit Down,118.0,62.0,1542.0,0.0,B&M,Six Flags Great America,status.operating,19,2012,Steel,Six Flags Great America,B & M,1999
Raging Bull,Steel,Sit Down,118.0,62.0,1542.0,0.0,B&M,Six Flags Great America,status.operating,24,2011,Steel,Six Flags Great America,B & M,1999
Raging Bull,Steel,Sit Down,118.0,62.0,1542.0,0.0,B&M,Six Flags Great America,status.operating,16,2010,Steel,Six Flags Great America,B & M,1999
Raptor,na,Inverted,,,,,Vekoma,Fantasilandia,status.operating,48,2021,Steel,Cedar Point,B&M,1994
Raptor,na,Inverted,,,,,Vekoma,Fantasilandia,status.operating,47,2016,Steel,Cedar Point,B&M,1994
Raptor,na,Inverted,,,,,Vekoma,Fantasilandia,status.operating,47,'14,Steel,Cedar Point,B&M,1994
Raptor,na,Inverted,,,,,Vekoma,Fantasilandia,status.operating,30,2013,Steel,Cedar Point,B & M,1994
Raptor,na,Inverted,,,,,Vekoma,Fantasilandia,status.operating,31,2012,Steel,Cedar Point,B & M,1994
Raptor,na,Inverted,,,,,Vekoma,Fantasilandia,status.operating,18,2011,Steel,Cedar Point,B & M,1994
Raptor,na,Inverted,,,,,Vekoma,Fantasilandia,status.operating,24,2010,Steel,Cedar Point,B & M,1994
Raptor,Steel,Wing,90.0,33.0,770.0,3.0,B&M,Gardaland,status.operating,48,2021,Steel,Cedar Point,B&M,1994
Raptor,Steel,Wing,90.0,33.0,770.0,3.0,B&M,Gardaland,status.operating,47,2016,Steel,Cedar Point,B&M,1994
Raptor,Steel,Wing,90.0,33.0,770.0,3.0,B&M,Gardaland,status.operating,47,'14,Steel,Cedar Point,B&M,1994
Raptor,Steel,Wing,90.0,33.0,770.0,3.0,B&M,Gardaland,status.operating,30,2013,Steel,Cedar Point,B & M,1994
Raptor,Steel,Wing,90.0,33.0,770.0,3.0,B&M,Gardaland,status.operating,31,2012,Steel,Cedar Point,B & M,1994
Raptor,Steel,Wing,90.0,33.0,770.0,3.0,B&M,Gardaland,status.operating,18,2011,Steel,Cedar Point,B & M,1994
Raptor,Steel,Wing,90.0,33.0,770.0,3.0,B&M,Gardaland,status.operating,24,2010,Steel,Cedar Point,B & M,1994
Raptor,Steel,Inverted,92.0,42.0,1155.0,6.0,B&M,Cedar Point,status.operating,48,2021,Steel,Cedar Point,B&M,1994
Raptor,Steel,Inverted,92.0,42.0,1155.0,6.0,B&M,Cedar Point,status.operating,47,2016,Steel,Cedar Point,B&M,1994
Raptor,Steel,Inverted,92.0,42.0,1155.0,6.0,B&M,Cedar Point,status.operating,47,'14,Steel,Cedar Point,B&M,1994
Raptor,Steel,Inverted,92.0,42.0,1155.0,6.0,B&M,Cedar Point,status.operating,30,2013,Steel,Cedar Point,B & M,1994
Raptor,Steel,Inverted,92.0,42.0,1155.0,6.0,B&M,Cedar Point,status.operating,31,2012,Steel,Cedar Point,B & M,1994
Raptor,Steel,Inverted,92.0,42.0,1155.0,6.0,B&M,Cedar Point,status.operating,18,2011,Steel,Cedar Point,B & M,1994
Raptor,Steel,Inverted,92.0,42.0,1155.0,6.0,B&M,Cedar Point,status.operating,24,2010,Steel,Cedar Point,B & M,1994
Revenge of the Mummy,Steel,Sit Down,65.0,14.0,670.0,0.0,Premier Rides,Universal's Islands of Adventure,status.operating,48,2010,Steel,Universal's Islands of Adventure,Premier Rides,2004
Ride of Steel,Steel,Sit Down,112.0,63.0,1645.0,0.0,Intamin,Six Flags Darien Lake,status.operating,43,2012,Steel,Six Flags Darien Lake,Intamin,1999
Ride of Steel,Steel,Sit Down,112.0,63.0,1645.0,0.0,Intamin,Six Flags Darien Lake,status.operating,29,2011,Steel,Six Flags Darien Lake,Intamin,1999
Ride of Steel,Steel,Sit Down,112.0,63.0,1645.0,0.0,Intamin,Six Flags Darien Lake,status.operating,26,2010,Steel,Six Flags Darien Lake,Intamin,1999
Shambhala,Steel,Sit Down,134.0,76.0,1564.0,0.0,B&M,PortAventura,status.operating,49,2022,Steel,PortAventura,B&M,2012
Shambhala,Steel,Sit Down,134.0,76.0,1564.0,0.0,B&M,PortAventura,status.operating,45,2018,Steel,PortAventura,B&M,2012
Shambhala,Steel,Sit Down,134.0,76.0,1564.0,0.0,B&M,Port Aventura,status.operating,49,2022,Steel,PortAventura,B&M,2012
Shambhala,Steel,Sit Down,134.0,76.0,1564.0,0.0,B&M,Port Aventura,status.operating,45,2018,Steel,PortAventura,B&M,2012
SheiKra,Steel,Floorless,113.0,61.0,972.0,1.0,B&M,Busch Gardens Tampa,status.operating,42,2015,Steel,Busch Gardens Tampa,B&M,2005
SheiKra,Steel,Floorless,113.0,61.0,972.0,1.0,B&M,Busch Gardens Tampa,status.operating,38,'14,Steel,Busch Gardens Tampa,B&M,2005
SheiKra,Steel,Floorless,113.0,61.0,972.0,1.0,B&M,Busch Gardens Tampa,status.operating,32,2013,Steel,Busch Gardens Tampa,B & M,2005
SheiKra,Steel,Floorless,113.0,61.0,972.0,1.0,B&M,Busch Gardens Tampa,status.operating,30,2012,Steel,Busch Gardens Tampa,B & M,2005
SheiKra,Steel,Floorless,113.0,61.0,972.0,1.0,B&M,Busch Gardens Tampa,status.operating,22,2011,Steel,Busch Gardens Tampa,B & M,2005
SheiKra,Steel,Floorless,113.0,61.0,972.0,1.0,B&M,Busch Gardens Tampa,status.operating,19,2010,Steel,Busch Gardens Tampa,B & M,2005
Shock Wave,Steel,Sit Down,96.0,35.0,1097.0,2.0,Schwarzkopf,Six Flags Over Texas,status.operating,47,2022,Steel,Six Flags Over Texas,Schwarzkopf,1978
Shock Wave,Steel,Sit Down,96.0,35.0,1097.0,2.0,Schwarzkopf,Six Flags Over Texas,status.operating,47,2021,Steel,Six Flags Over Texas,Schwarzkopf,1978
Shock Wave,Steel,Sit Down,96.0,35.0,1097.0,2.0,Schwarzkopf,Six Flags Over Texas,status.operating,46,2017,Steel,Six Flags Over Texas,Schwarzkopf,1978
Shock Wave,Steel,Sit Down,96.0,35.0,1097.0,2.0,Schwarzkopf,Six Flags Over Texas,status.operating,41,2015,Steel,Six Flags Over Texas,Schwarzkopf,1978
Shock Wave,Steel,Sit Down,96.0,35.0,1097.0,2.0,Schwarzkopf,Six Flags Over Texas,status.operating,40,'14,Steel,Six Flags Over Texas,Schwarzkopf,1978
Shock Wave,Steel,Sit Down,96.0,35.0,1097.0,2.0,Schwarzkopf,Six Flags Over Texas,status.operating,29,2013,Steel,Six Flags Over Texas,Schwarzkopf,1978
